timestamp,BIKE,CAR,HEAVY,HUMIDITY,PEDESTRIAN,PM10,PM25,TEMPERATURE,V85
2023-11-27 14:21:12,77.7454113252342,766.615376622507,415.290677301301,,17.1688756352743,,,,36.0
2023-12-06 23:13:37,0.0,0.0,0.0,,0.0,,,,
2023-11-27 14:21:12,77.7454113252342,766.615376622507,415.290677301301,,17.1688756352743,,,,36.0
2023-12-06 23:13:37,0.0,0.0,0.0,,0.0,,,,
2023-12-07 22:23:22,0.0,0.0,0.0,,0.0,,,,
2023-12-07 22:58:35,0.0,0.0,0.0,,0.0,,,,
2023-12-07 22:58:35,0.0,0.0,0.0,,0.0,,,,
2023-12-07 23:03:37,0.0,0.0,0.0,,0.0,,,,
2023-12-07 23:03:37,0.0,0.0,0.0,,0.0,,,,
2023-12-07 23:03:37,0.0,0.0,0.0,,0.0,,,,
2023-12-07 23:03:37,0.0,0.0,0.0,,0.0,,,,
2023-12-07 23:08:44,0.0,0.0,0.0,,0.0,,,,
2023-12-07 23:13:46,0.0,0.0,0.0,,0.0,,,,
2023-12-07 08:50:42,73.2352340979411,622.510773266856,271.379476834719,,29.7939428869781,,,,36.0
2023-12-07 08:56:03,73.2352340979411,622.510773266856,271.379476834719,,29.7939428869781,,,,36.0
2023-12-07 09:00:44,73.2352340979411,622.510773266856,271.379476834719,,29.7939428869781,,,,36.0
2023-12-07 09:06:14,73.2352340979411,622.510773266856,271.379476834719,,29.7939428869781,,,,36.0
2023-12-07 09:10:29,73.2352340979411,622.510773266856,271.379476834719,,29.7939428869781,,,,36.0
2023-12-07 09:16:09,73.2352340979411,622.510773266856,271.379476834719,,29.7939428869781,,,,36.0
2023-12-07 09:20:36,52.5726217168475,560.779037116266,266.257204409072,,19.6309789685539,,,,38.5
2023-12-07 09:25:51,52.5726217168475,560.779037116266,266.257204409072,,19.6309789685539,,,,38.5
2023-12-07 09:29:45,52.5726217168475,560.779037116266,266.257204409072,,19.6309789685539,,,,38.5
2023-12-07 09:35:58,52.5726217168475,560.779037116266,266.257204409072,,19.6309789685539,,,,38.5
2023-12-07 09:39:55,52.5726217168475,560.779037116266,266.257204409072,,19.6309789685539,,,,38.5
2023-12-07 09:46:13,52.5726217168475,560.779037116266,266.257204409072,,19.6309789685539,,,,38.5
2023-12-07 09:51:15,52.5726217168475,560.779037116266,266.257204409072,,19.6309789685539,,,,38.5
2023-12-07 09:56:06,52.5726217168475,560.779037116266,266.257204409072,,19.6309789685539,,,,38.5
2023-12-07 10:00:49,52.5726217168475,560.779037116266,266.257204409072,,19.6309789685539,,,,38.5
2023-12-07 10:05:45,52.5726217168475,560.779037116266,266.257204409072,,19.6309789685539,,,,38.5
2023-12-07 10:11:03,52.5726217168475,560.779037116266,266.257204409072,,19.6309789685539,,,,38.5
2023-12-07 10:15:21,52.5726217168475,560.779037116266,266.257204409072,,19.6309789685539,,,,38.5
2023-12-07 10:21:06,31.141293331504,600.865552998344,298.417423434995,,11.7384113167609,,,,37.5
2023-12-07 10:25:16,31.141293331504,600.865552998344,298.417423434995,,11.7384113167609,,,,37.5
2023-12-07 10:31:02,31.141293331504,600.865552998344,298.417423434995,,11.7384113167609,,,,37.5
2023-12-07 10:36:01,31.141293331504,600.865552998344,298.417423434995,,11.7384113167609,,,,37.5
2023-12-07 10:41:00,31.141293331504,600.865552998344,298.417423434995,,11.7384113167609,,,,37.5
2023-12-07 10:46:13,31.141293331504,600.865552998344,298.417423434995,,11.7384113167609,,,,37.5
2023-12-07 10:51:16,31.141293331504,600.865552998344,298.417423434995,,11.7384113167609,,,,37.5
2023-12-07 10:56:16,31.141293331504,600.865552998344,298.417423434995,,11.7384113167609,,,,37.5
2023-12-07 11:00:55,31.141293331504,600.865552998344,298.417423434995,,11.7384113167609,,,,37.5
2023-12-07 11:05:39,31.141293331504,600.865552998344,298.417423434995,,11.7384113167609,,,,37.5
2023-12-07 11:10:07,31.141293331504,600.865552998344,298.417423434995,,11.7384113167609,,,,37.5
2023-12-07 11:15:54,31.141293331504,600.865552998344,298.417423434995,,11.7384113167609,,,,37.5
2023-12-07 11:20:06,46.8557757272596,650.88971507951,281.211654495621,,6.48116507092819,,,,38.0
2023-12-07 11:25:51,46.8557757272596,650.88971507951,281.211654495621,,6.48116507092819,,,,38.0
2023-12-07 11:29:55,46.8557757272596,650.88971507951,281.211654495621,,6.48116507092819,,,,38.0
2023-12-07 11:36:01,46.8557757272596,650.88971507951,281.211654495621,,6.48116507092819,,,,38.0
2023-12-07 11:41:06,46.8557757272596,650.88971507951,281.211654495621,,6.48116507092819,,,,38.0
2023-12-07 11:45:57,46.8557757272596,650.88971507951,281.211654495621,,6.48116507092819,,,,38.0
2023-12-07 11:51:00,46.8557757272596,650.88971507951,281.211654495621,,6.48116507092819,,,,38.0
2023-12-07 11:55:49,46.8557757272596,650.88971507951,281.211654495621,,6.48116507092819,,,,38.0
2023-12-07 12:01:13,46.8557757272596,650.88971507951,281.211654495621,,6.48116507092819,,,,38.0
2023-12-07 12:05:47,46.8557757272596,650.88971507951,281.211654495621,,6.48116507092819,,,,38.0
2023-12-07 12:11:04,46.8557757272596,650.88971507951,281.211654495621,,6.48116507092819,,,,38.0
2023-12-07 12:15:44,46.8557757272596,650.88971507951,281.211654495621,,6.48116507092819,,,,38.0
2023-12-07 12:20:45,32.6409991757114,613.093951037462,305.161961707364,,7.8678075919482,,,,36.0
2023-12-07 12:25:26,32.6409991757114,613.093951037462,305.161961707364,,7.8678075919482,,,,36.0
